slideshow,position,title,body
Lesson #16: Managing Guilt and Shame,1,,"Guilt is a common reaction when a person feels like they’ve done something wrong. Guilt can be unhealthy when it is too intense or lasts too long based on what you’ve done or when it results in unhealthy behaviors. Shame is like guilt, but involves not only feelings of regrets after a mistake but also a belief that the mistake means something about you as a person. Managing guilt, shame, and regret is not easy.  It’s never easy to make a mistake, but because no one is perfect, it’s a part of life and learning strategies to manage these feelings is an important way to improve your mood and life.  

In this lesson you'll learn:
-    The definition of guilt and how it relates to low mood.
-    The difference between guilt and shame.
-    Strategies to manage guilt, including examining unhelpful thoughts and weighing personal responsibility."
Lesson #16: Managing Guilt and Shame,2,Where does guilt come from?,"Like other emotions we have discussed, feelings of guilt stem from your thoughts and behaviors. Feelings of guilt are common among people who are feeling low.  People usually experience guilt when they think ""I did something wrong"". Typically the behavior is labeled as ""wrong"" because it is inconsistent with certain standards we have set for ourselves. This lesson is going to teach you strategies to examine mistakes and wrongdoings in a healthy and productive manner, so that you do not feel overwhelmed with guilt."
Lesson #16: Managing Guilt and Shame,3,,"We discussed how mild guilt can be useful and how to move on when you have made a mistake. So, how do you tell if your feelings of guilt are excessive? The following criteria can be helpful in differentiating useful regret from dysfunctional guilt:  
-Intensity - unhealthy guilt is connected to highly negative emotions and damages one's self-esteem
-Duration – unhealthy guilt typically continues long after the original situation that made you feel guilty has passed or been resolved. You might find that you are consumed with thoughts and images of past mistakes.
-Consequences – unhealthy guilt results in unhealthy behaviors. For example, these feelings might interfere with your ability to make amends for your actions and could lead to self-destructive behaviors."
Lesson #16: Managing Guilt and Shame,4,The difference between guilt and shame.,"Shame
Feelings of shame are a more extreme form of guilt and can be very damaging to a person’s self-esteem. Like guilt, shame is related to a belief that you have done something wrong. Shame indicates that not only do you believe you made a mistake, but that the mistake is a reflection of the kind of person you are. For example, you think that since you have done something wrong it means that you are “inadequate,” “damaged,” or “bad.” The idea that one is inherently flawed is a central feature of shame. Shame is typically associated with a fear that others will discover these negative characteristics. When people feel ashamed they experience an urge to avoid, run away, or hide. They believe that others will ridicule or reject them if they discover their “true” nature.
"
Lesson #16: Managing Guilt and Shame,5,Coping with healthy guilt and regret,"Sometimes the level of guilt you are experiencing is warranted and is associated with aspects of the situation for which you are responsible for (your portion of the pie!). In these situations, guilt is appropriate and helpful because it indicates that you are behaving in a way that is not consistent with your values (e.g., John yelling at his wife when he values respectful communication). So how do you cope and move on when you have made a mistake or done something that you regret?"
Lesson #16: Managing Guilt and Shame,6,"Strategies to manage guilt, including examining unhelpful thoughts and weighing personal responsibility.","Strategy 1: Learn from the mistake
It is unrealistic to expect that you will never do anything that bothers, hurts, or offends another person or that you'll never do something that goes against your values. So, the first step in coping with appropriate guilt is to accept that everyone has regrets and that making mistakes is part of being human. Unfortunately, when people are feeling low, they tend to dwell on these mistakes and have trouble moving on. This is where guilt and shame creep in. So, instead of dwelling on the past, try looking at the mistake as a learning opportunity. How can you handle the situation differently next time? What did you learn about yourself or someone else? Rather than continuing to punish yourself for something in the past, view this as a growth experience that will help you make better choices in the future."
Lesson #16: Managing Guilt and Shame,7,,"Strategy 2: Self-forgiveness

Another important strategy in managing healthy guilt is to learn to forgive ourselves when we have made a mistake. We experience guilt and shame when we believe these mistakes make us bad people. Remember, making a mistake does not wipe out all of your positive qualities or undo other good deeds. Forgiveness involves recognizing that everyone has good and bad qualities and accepting yourself with these imperfections. Forgiveness also involves learning to talk to yourself in a kind and compassionate way (“I yelled at my wife because I was tired and overwhelmed” rather than “I yelled at my wife because I’m an awful person”)."
Lesson #16: Managing Guilt and Shame,8,,"Strategy 3: Make amends

If you have caused harm to another person, then it might be helpful to make amends for your actions. Taking responsibility for your mistakes can help you to deal directly with the situation rather than getting stuck in feelings of guilt and shame. You can make amends by apologizing for a past behavior or finding out what you can do to repair the hurt or damage you caused. Even if you can’t repair a specific relationship, you can make amends by finding some way to make a positive contribution to the world (e.g., volunteer, offer support to someone else). Everyday we are confronted with choices, so use this as an opportunity to behave with more honesty and integrity in the present and future!"
Lesson #16: Managing Guilt and Shame,9,Overcoming Guilt: Weighing Personal Responsibility,"A common type of unhelpful thinking that is related to guilt is overestimating personal responsibility. When people are feeling down or depressed, they tend to take more than their share of responsibility for the bad things that happen, and discount other contributing factors. An important step in attacking unhealthy guilt is to weigh how much of the situation was your sole responsibility and how much can be attributed to other people or circumstances of the situation."
Lesson #16: Managing Guilt and Shame,10,Wrapping Up,"Summary: Guilt is a common reaction when people feel like they’ve done something wrong. Sometimes guilt is appropriate and can tell us when we need to try to correct a mistake we’ve made. Other times, however, the guilt we feel is too extreme or we have thoughts about what making a mistake means about ourselves. In these times, it’s helpful to learn from the mistake and attempt to make amends. We can also determine how much the situation is truly related to our responsibility.  

Moving forward: Practice managing your feelings of guilt and shame by using the tools on the site.  "
Summary #16: Managing Guilt and Shame,1,,"Guilt is a common reaction when a person feels like they’ve done something wrong. Guilt can be unhealthy when it is too intense or lasts too long based on what you’ve done or when it results in unhealthy behaviors. Shame is like guilt, but involves not only feelings of regrets after a mistake but also a belief that the mistake means something about you as a person. People usually experience guilt when they think ""I did something wrong"". Typically the behavior is labeled as ""wrong"" because it is inconsistent with certain standards we have set for ourselves. Feelings of shame are a more extreme form of guilt and can be very damaging to a person’s self-esteem. Like guilt, shame is related to a belief that you have done something wrong. Shame indicates that not only do you believe you made a mistake, but that the mistake is a reflection of the kind of person you are. Three strategies can help you manage guilt and shame:

1.  Learn from the mistake: How can you handle the situation differently next time?  Rather than continuing to punish yourself for something in the past, view this as a growth experience that will help you make better choices in the future.

2.  Self-forgiveness: Making a mistake does not make you a bad person.  It makes you human.  Practice forgiving yourself and talking to yourself in a kind and compassionate way.

3.  Make amends: Taking responsibility for your mistakes can help you to deal directly with situation rather than getting stuck in feelings of guilt and shame. You can make amends by apologizing for a past behavior or finding out what you can do to repair the hurt or damage you caused. "
Lesson #17: Improving Personal Relationships,1,,"Stress can negatively impact our relationships. When we’re feeling stressed we might avoid others and focus more strongly on the negative aspects of our interactions with other people. Additionally, we may act in ways that lead to less enjoyable interpersonal interactions. One way to feel better is to increase the number and quality of our positive interactions with other people.

In this lesson you’ll learn:
-    How loneliness affects how you behave   

-    How your interactions with others may have changed as a result of your mood

-    How to better engage with the people around you"
Lesson #17: Improving Personal Relationships,2,How does depression affect my relationships?,"When people are stressed or feel down, they often interact differently with people. They tend to talk about more depressing subjects or ignore positive comments made by others. Low mood may also result in people communicating differently - they don't make eye contact or they may speak more softly. Because of these differences, other people often respond differently to a person who is feeling bad.  This means that when someone is down, they frequently aren't getting the kind of support they most need. By becoming aware of the process of interaction, you can improve your relationships.

"
Lesson #17: Improving Personal Relationships,3,The Need for Human Connection,"Humans are social creatures. When people rate what pleasures contribute most to a sense of happiness, they place love, intimacy and social affiliation above other things, including fame, wealth and even physical health.  Everyone has felt lonely or disconnected at some point – being in a place where you don’t know anyone, the break up of a relationship and so on. But feeling lonely too often can lead to a change in how we think about the people around us and how we behave with them. When we feel lonely, we view others through that lens – often times, other people seem more critical, competitive or unfriendly than they may actually be.  Because of this, a lonely person often ends up feeling defensive. This may make them feel less able to interact in a way that may actually help make connections and lessen the loneliness. Everyone has a unique way of interacting with the people around them. However, research has shown that when people are down, they generally interact differently through both their words and their actions."
Lesson #17: Improving Personal Relationships,4,The WHAT of Negative Communication,"When people are down, they tend to talk about different things and the focus of their conversations can be more negative. On a basic level, WHAT people talk about changes as their mood changes.

Do you ever?:
-    Find yourself talking about negative themes like how bad the weather is or how terrible your day was?
-    Catch yourself highlighting negatives in the situation?
-    Realize that you are ""Discounting the Positive"" or making disparaging comments about yourself or other people?
-    Often tell others about negative experiences that may have befallen you?
-    Require frequent self-assurance from your friends, family, or peers?
-    Communicate in an over-critical or hostile way?
 
Remember, always falling into some of these patterns can cause other people to be uncomfortable and to limit interactions."
Lesson #17: Improving Personal Relationships,5,The HOW of negative communication:,"In addition to WHAT a person is saying, the way they communicate can also make it difficult for others to get close to them. They may:
 
-    Pause longer and more often when speaking
-    Converse in a monotone voice
-    Speak less, more quietly and more slowly
-    Have less variation in facial expression
-    Use few nonverbal communications like hand gestures and eye contact
 
The good news is that some of the ""HOW"" of communication does improve as one's mood improves. When your mood improves, you smile more frequently, make better eye contact and speak with more animation. These are also skills that can be practiced and learned (see the Communication Skills lesson for more tips!). Both the ""HOW"" and the ""WHAT"" of communication can be improved by monitoring your interactions with others and trying to improve in these areas."
Lesson #17: Improving Personal Relationships,6,Communication skills improve with practice,"Step 1) Practice alone
Eventually, you'll need to try talking with other people to really perfect your skills. But as a warm up before the main event, try observing yourself in the mirror. It will probably feel funny at first, but it's OK to feel silly! (In fact, this helps!) If you need help starting, try describing the room you're standing in. Try it with a range of facial expressions and voice tones - be happy, nervous, bored, change up your posture by standing up straight or crossing your arms (maybe even try being a little silly!). Remember, this is how OTHER people see you--notice how it changes the way you come across!
 
Step 2) Practice with close friends or peers
Either you've felt too silly to try practicing in front of the mirror, or it's time to actually practice with a real person. The safest way to do this is in a risk-free setting with someone you're comfortable with.
 
Step 3) Practice with strangers
As you've probably noticed, it's easier to practice when the risk is lower. Before interacting with people you have to relate to every day, try these skills out on strangers who aren't involved in your day-to-day life."
Lesson #17: Improving Personal Relationships,7,After practicing... try it out!,"Once you've practiced recognizing these communication problems and developed some of your own skills, we'd like for you to try and notice your own communication habits! Please use the Activity Tracker to schedule an activity where you will talk with someone. Ask yourself: What did you notice about the interaction?  Did you catch yourself focusing on the negative?  Was it harder than you expected to not ""Discount the Positive""? Continue to notice your style and content of communication and practice positive interactions!  If your thoughts are tripping up your interaction, try the Thought Tracker."
Lesson #17: Improving Personal Relationships,8,Wrapping Up,"Summary: When you’re depressed you might have more negative contacts and fewer positive contacts with others. Many people, when they feel depressed, tend to isolate themselves from others and the communications they do have are sometimes more conflictual. Interpersonal contact is another form of positive activities and working on skills to improve one’s relationships is a useful tool to manage depression.   

Moving forward: We’ve discussed several steps to practicing positive relationship skills. Use your Activity Tracker to plan a time to practice these skills by yourself and with another person. Within the next week, plan at least 1 positive activity with another person. Use this time as an opportunity to practice your relationship skills. You can even tag the event with the tag “relationships” if you want.  "
Summary #17: Improving Personal Relationships,1,,"Stress can negatively impact our relationships. When we’re feeling stressed we might avoid others and focus more strongly on the negative aspects of our interactions with other people. Additionally, we may act in ways that lead to less enjoyable interpersonal interactions. One way to feel better is to increase the number and quality of our positive interactions with other people. 
 
When people are down, they tend to talk about different things and the focus of their conversations can be more negative.  In addition to what a person is saying, the way they communicate can also make it difficult for others to get close to them in that they pause longer, speak in a monotone voice and have less nonverbal communications like changes in facial expression and eye contact."
Lesson #18: Communication Skills,1,,"Good communication is the foundation for making and maintaining relationships. Most people have a sense of what good communication is. But knowing something and using it to your benefit can be two different things. In this lesson, our goal is to present these skills in a simple, organized way, that will help you make the most out of using them.

In this lesson you’ll learn:
-    How to improve your communication skills
-    How to use body language effectively
-    How to break the ice and start a conversation"
Lesson #18: Communication Skills,2,First Impressions: Body Language,"The foundation of good communication is body language. Research has shown that in a typical conversation, about half of our communication is non-verbal. Most first impressions are non-verbal, so it's important to start a conversation off in the right way. Body language can also help keep a conversation going. We're going to get started by identifying several important areas of non-verbal communication."
Lesson #18: Communication Skills,3,,"The main components of body language that help a conversation are:
-    Smiling
-    Nodding
-    Having an open stance
-    Leaning
-    Using eye contact

Let’s go through each of these."
Lesson #18: Communication Skills,4,Body Language: Use your Head (Literally!),"Smile
This is the easiest thing you can do to make yourself open and approachable to others. We don’t mean pretending to be happy all the time or looking phony. But a simple smile can make you feel better and other people treat you in a more friendly way. Smiling at another person sends a friendly signal to those around you that you are interested in who they are and what they have to say.

Nod
Nodding your head during a conversation signals that you are listening. It is a non-verbal way of demonstrating interest and encouraging the person to continue talking."
Lesson #18: Communication Skills,5,Body Language: Use your body,"Open Stance
-  Open arms and body posture are another cue to people that you are open to conversation.
-  Keeping your arms and/or legs tightly crossed or your body hunched over with shoulders tense sends the message that you are closed off or defensive.
-  Standing or sitting up straight with shoulders back and leaving your arms uncrossed helps people know that you are friendly and approachable.
-  For some of us, crossing arms or legs is a habit.
-  It can be helpful to put yourself in a posture that makes it impossible to cross your arms and legs: For example, put one hand in a pants pocket, or keep both your feet on the ground when sitting. Keeping an open stance will make other people more comfortable with you. And it may make you feel more comfortable too!"
Lesson #18: Communication Skills,6,Breaking the Ice,"Say hello first. It may seem risky but what is the worst that can happen? It’s a pretty minor risk for the potential pay off of being friendly with someone you know, or making or developing a new acquaintance. Being the first to approach gives you more power to direct the conversation. You can also make an effort to look for people who are giving signs that they are open to conversation – smiling and looking friendly, open posture and so on – to increase the odds that your hello will be rewarded with a conversation. Try to remember something about the person. If you know the person, start the conversation with a question about something you remember about them."
Lesson #18: Communication Skills,7,Wrapping Up,"Summary: Good communication skills are the foundation of good relationships. Fortunately, like most things in life, communication skills can be improved through practice. Using body language successful is an important way to communicate interest. In order to gain more practice with effective communication, it’s useful to break the ice and say hello first.

Moving forward: The best way to improve your communication skills is to practice them. Use your Activity Tracker to plan a time to practice these skills by scheduling an activity where other people will be present. This may be a work party, a social event hosted by a friend, or a completely new activity. If it’s a new activity, it’s best to pick something that you’re interested in, because people who go to that event will likely be interested in the same things as you and be open to talk about that. Within the next week, plan at least 1 activity to practice these skills. You can even tag the event with the tag “relationships” if you want.  "
Summary #18: Communication Skills,1,,"Good communication is the foundation for making and maintaining relationships. Most people have a sense of what good communication is. But knowing something and using it to your benefit can be two different things. The foundation of good communication is body language.  This includes things like smiling, nodding, having an open stance, leaning in to the other person and using eye contact.  Try starting a conversation with others to practice.  Look for people who appear open to chatting. Try to stick to open ended questions to keep the conversation going and use “ritual questions,” which are easy requests for information such as “How do you know the people at this party?”  It may seem a little intimidating at first to start a conversation but practice makes it easier!
 "
Lesson #19: Assertiveness,1,,"Assertive communication is speaking in a way that is calm, honest, and respectful to the other person and works towards helping both people get their needs met. Assertive communication is just one style of communication, but it is often the most effective. Learning to express oneself in an assertive way increases the chances that you will get what you want and decreases the chances that you will have to do something that you don’t want to do.

In this lesson, you’ll learn:
    -Different types of communication styles – passive, aggressive, passive-aggressive, and assertive.
    -How to develop an assertive message.
    -How to handle different responses to assertive communication."
Lesson #19: Assertiveness,2,What is assertiveness and why is it helpful to be assertive?,"Humans are social creatures. We need relationships with others. While relationships are very important to our well-being, even the best relationship can cause stress. Negotiating our wants, desires and needs, as well as sharing our frustrations and affections, requires effective communication and often, assertiveness. Being assertive is an honest and appropriate expression of one's thoughts, emotions and needs."
Lesson #19: Assertiveness,3,"Different types of communication styles – passive, aggressive, passive-aggressive, and assertive.","Communication can be especially difficult when some sort of conflict or disagreement is present or anticipated.
Situations with the potential for conflict can be approached in one of four ways:
- Passive communication and aggressive communication are two extreme ways to interact

-Aggressive communication puts your rights above those of the listener. It means focusing on “getting your way” or “having your say” rather than respecting the concerns of the other person or helping them understand your concerns

-Passive communication puts the rights and needs of others above your own. It means tending to keep your thoughts and opinions to yourself rather than expressing your concerns. You may not say anything when something bothers you and have trouble standing up for what you want or need.

-Passive-aggressive communication is a problematic combination of the two styles that results in no one getting their needs met. It frequently involves doing something that will cause irritation to the other person but offering a plausible excuse. It is a way of communicating negative or resentful feelings in an unassertive way. Some examples include being late and making people wait and not following through on things you promise to do. This type of communication can be particularly damaging because it causes irritation but doesn't leave any opportunity to correct the situation. Neither person gets the results they want.

-Assertive communication provides a healthy middle ground—you express positive or negative feelings and/or thoughts calmly, honestly, and respectfully to the other person. In doing so, the needs of both individuals can be met"
Lesson #19: Assertiveness,4,,"An aggressive person often wants to have the last word and tries to overpower others in a conversation.

A passive person often says nothing and does not express their needs.

A passive-aggressive person combines the two styles in a way that usually results in no one getting their needs met.

An assertive person expresses their feelings, thoughts, wants, and needs calmly, honestly, and respectfully. Although an assertive person does not always get what they want, assertive communication increases the chances that you will be able to have your needs met and decreases the chances that you will be forced to do something you do not want to do."
Lesson #19: Assertiveness,5,,"It can often be difficult to be assertive about your needs, especially when you are not feeling your best. Perhaps you just don’t have the energy to talk about your needs or you may not believe that you deserve to get what you want. Unhelpful thoughts may make it
harder to be assertive, however, with some practice it gets easier to find that middle ground in communication."
Lesson #19: Assertiveness,6,The Three Part Assertion Method,"Although we are often told we can’t expect to change the way other people behave, there are times when telling someone else their behavior is upsetting is appropriate.  There are also times when standing up for your rights and needs is necessary.

Using the three part assertion message makes this easier: Behavior + Feelings + Effects

Here's an example of a good three part assertion message: ""When the dirty dishes are left on the counter, I feel upset because it makes more work for me.""

Compare this to the other styles of communicating the same information:
Aggressive: ""I hate it when you leave dirty dishes on the counter! What's wrong with you?!""
Passive: Not saying anything
Passive-Aggressive: Not saying anything about the dishes and instead letting them pile up

Notice that the assertive message is respectful and clearly describes the issue and the reason for your feelings while not pointing fingers or being rude."
Lesson #19: Assertiveness,7,,"Let's look at each part of the assertive statement: Behavior + Feelings + Effects

Behavior
""When the dirty dishes are left on the counter, I feel upset because it makes more work for me.""

The first part of the message involves a non-judgemental description of the behavior. Do not assume the other person knows what the problem is. Try to explain the problem behavior in a way that does not point fingers. Do not make inferences about the other person’s motives or character. Simply describe the behavior in clear terms.

A good problem description should be:

- Specific
- Strictly behavioral – no inferences about motive, attitude, or character
- Objective, not subjective
- Avoid imperatives like ""should"" or ""must""
- Short and to the point"
Lesson #19: Assertiveness,8,,"Feelings
""When the dishes are left dirty on the counter, I feel upset because it makes more work for me.""

The second part of the assertion message involves the disclosure of genuine emotion. This means gauging your emotion and sharing the accurate degree of your feelings. Exaggerations of emotion often don’t ring true and can diminish the effect of your statement. If you are only upset about the dirty dishes, say that. Don’t say you are furious. Although it may seem like a stronger emotion gives your statement more power, if the statement feels like an exaggeration, the other person is less likely to take it seriously.

A good feeling statement should be:
- Genuine
- Have the appropriate degree of feeling – don’t say furious when you’re only annoyed
- Avoid judgmental feelings – i.e. ""I feel unfairly treated"" not ""I feel abused"""
Lesson #19: Assertiveness,9,,"Effects
“When the dishes are left dirty on the counter, I feel upset because it makes more work for me.”

This is your chance to explain how the other person’s behavior effects you. People are often more motivated to change when they can understand how their behavior is negatively impacting someone important to them. Describe the concrete effect the behavior has on your life.

A good effects statement should:

-Not impose your values on the other person.
- States the real effect, not one that “sounds better.”"
Lesson #19: Assertiveness,10,,"Summary: By being assertive and expressing what you want and how you feel in a respectful way, you can improve your relationships with others. Being assertive manages your mood and your life by allowing you to choose when and where to express how you think and feel. The three part assertive method (Behavior + Feelings + Effects) is a helpful way to create assertive messages.  

Moving forward: The best way to improve your communication skills is to practice them. Use your Activity Tracker to plan a time to practice assertive communication. Just about any activity can help you use assertiveness skills. If it seems hard at first, you can practice by writing out some examples of three-part messages (Behavior + Feelings + Effects). Within the next week, plan at least 1 activity to practice these skills. You can even tag the event with the tag “relationships” if you want.  If you feel anxious about being assertive, that would be a great emotion to work through on the Thought Tracker."
Summary #19: Assertiveness,1,,"Negotiating our wants, desires and needs, as well as sharing our frustrations and affections, requires effective communication and often, assertiveness. Being assertive is an honest and appropriate expression of one's thoughts, emotions and needs.

Passive Communication: Person puts respect for the rights and needs of others above his own. Communicating passively means you tend to keep your thoughts and opinions to yourself.

Aggressive Communication: Person often wants to have the last word and tries to overpower others in a conversation.

Passive-Aggressive Communication: A combination of the two styles that usually results in no one getting their needs met. It frequently involves doing something that will cause irritation to the other person but offering a plausible excuse. It is a way of communicating negative or resentful feelings in an unassertive way. 

Three-Part Assertion Method: Behavior + Feelings + Effects

WHEN the dishes are left on the counter, I FEEL upset BECAUSE it makes more work for me.""

1. Behavior: Non-judgemental description of it
2. Feelings: Genuine emotion (no exaggerations). No judgmental feelings i.e., I feel unfairly treated
3. Effects: Describe the CONCRETE effect the person's behavior has on your life."
Lesson #20: Living Your Strengths and Values,1,,"Everyone has a handful of strengths that define who they are. Strengths are not skills, but instead are characteristics of who you are at your best. This includes things such as curiosity, kindness, and perseverance. People can get more satisfaction out of life if they learn to identify the strengths they process and then use them as much as possible in life.

In this lesson you’ll learn:
-    How to identify your individual strengths and values
-    How to recognize how you use your strengths and values in your life
-    How to express your strengths and values in your daily activities in new ways"
Lesson #20: Living Your Strengths and Values,2,,"During the times that you feel down or depressed, your emotions can undermine your self-esteem and sense that you are living a positive, meaningful life.

We are also bombarded with messages that “success” in life is related to your job title, money, or other symbols of accomplishment. But scientific research is confirming what philosophers and spiritual leaders have been saying for centuries: that the key to happiness and meaning in your life is finding your own unique way of expressing your individual strengths and values in your life. It’s not about where you end up, but how you live each day.

"
Lesson #20: Living Your Strengths and Values,3,What Makes People Happy,"When people are asked about what they think makes them happy, many will talk about a desire for material possessions or a wish to not have to work. But research shows that when people get these things, they are not necessarily happier. Even lottery winners only experience an increase in positive feelings for a few months, and then their mood returns to whatever it was before they won. When you ask older people - people who have the experience of having lived most of their lives - what really mattered to them, they will give you a different answer. They will say that they are grateful to have been a loving parent, a caring wife or husband, a loyal friend. They will be happier that they spent time painting or writing, and feel good about helping people in their community after a devastating fire or flood. Their answers are more about how they lived, what they gave or created, or how connected they felt to others.

"
Lesson #20: Living Your Strengths and Values,4,How to Live Your Strengths & Values,"The ancient Greek Philosopher Aristotle defined what he believed is the “good life.” He believed that a person can only achieve true happiness by realizing his or her own unique essence or potential. This lesson is about helping you to do just that! In Step 1 you'll identify your particular strengths. Step 2 will help you realize where in your life you are already expressing your unique strengths. Step 3 will guide you in finding new ways of living your strengths and values in your daily routines, in order to create more meaning and purpose in your life."
Lesson #20: Living Your Strengths and Values,5,What is a Unique Strength?,"Every individual has their own set of unique strengths that...
    ...are core features of your personality (such as generosity, optimism, being a good parent or a good friend, love of learning, desire to help others, or creativity and more
    ...when expressed in your daily life, make you feel energized, lifted up and fulfilled.
    ...come naturally to you.
    ...you feel genuine when you use your unique strengths.
    ...are what you deeply value in yourself and the world."
Lesson #20: Living Your Strengths and Values,6,What Unique Strengths are Not,"They are not specific skills such as mathematical or writing ability, carpentry or computer skill. They are not goals such as obtaining a job, buying a car, reaching a certain income or obtaining a degree. They are not accomplishments like winning an award, getting a promotion, or being recognized in some way at work/school. They are not something you did in the past, or what you are trying to achieve in the future. You already possess your unique strengths inside yourself, even if you are not expressing them frequently in your life right now.

"
Lesson #20: Living Your Strengths and Values,7,Step 1: Identifying Your Strengths,"Identifying your strengths may come immediately to you, or it may take some time to figure out. We’re going to have you take an initial stab at it. But don’t worry: you don’t have to “get it right” today – you can always modify your unique strengths later. Before we get started, it’s important to realize that during the times you feel down, identifying your strengths can be difficult. Depression and negative mood often diminishes your positive sense of self. You may have difficulty thinking about what you are good at, or what you value about yourself. If you are having difficulty as you try to identify your strengths, try to think back to how you viewed yourself before feeling down, or imagine what someone else would say about you."
Lesson #20: Living Your Strengths and Values,8,Step 2: Realizing How You Already Use Your Strengths,"Often we are focused on what isn’t going well in our lives. We look back at our past and have regrets, or we focus on chasing some goal we feel we should achieve in the future. What is harder is to recognize what we have right now—the positive qualities in ourselves that we always carry with us and use each day. It’s important, especially when you are feeling down, to recognize that you still have your own special way of expressing yourself. You always carry your strengths and values with you. When people identify their unique strengths, they are often surprised to realize that they use these strengths regularly in their daily lives—in how they approach their work, have fun or relate to others. As you think about your unique strengths--it helps to think about ways you already use them in your daily life."
Lesson #20: Living Your Strengths and Values,9,Step 3: Expanding Your Use of Strengths,"There are two approaches to finding ways to use your strengths more often in your life. They involve:

1) Coming up with ideas about how you could bring more of your strengths to activities you are already doing. For example, if one of your strengths is leadership, but you are not in a supervisory role at work, you might think of ways you could bring leadership to an existing activity like organizing a social or volunteer event that brings the office closer together.

2) Imagining new activities that would allow you to use your strengths. For example, if one of your strengths is creativity, you could take a writing class or set aside time at home to start a project (painting, playing music, designing something.)"
Lesson #20: Living Your Strengths and Values,10,Wrapping Up,"Summary: Many people want to be happy. However, the things people often think will make them happy (e.g., money, a bigger house, a fancy car) often do not promote long-term happiness. Instead, happiness comes from using your strengths and values in your life as much as possible. Strengths are not skills, goals, or accomplishments. Strengths are aspects of yourself like honesty, creativity, kindness, that define who you are. By identifying and using your strengths as much as possible and in new ways, you can live a happier, healthier life.   

Moving forward: You can use the Activity Tracker to schedule more activities related to your strengths. Over the next three days schedule 1 activity a day that relates to one of your strengths. You can even tag these events with the specific strength you are using. Try to use these strengths in a way that you have not before. You might use your strengths in a new setting or with a new person."
Summary #20: Living your Strengths and Values,1,,"This lesson is about identifying your unique strengths, realizing where in your life you are already expressing them, and finding new ways of living your strengths and values in your daily routines. This will help you create more meaning and purpose in your life.

Step 1: Identifying Your Strengths
Every individual has their own set of unique strengths that are core features of your personality, make you feel energized and fulfilled, come naturally to you, make you feel genuine, and are what you deeply value in yourself and the world. You already possess your unique strengths inside yourself, even if you are not expressing them frequently in your life right now.

Step 2: Realizing How You Already Use Your Strengths
As you think about your unique strengths--it helps to think about ways you already use them in your daily life. It is also important to find new ways of expressing your strengths and scheduling those activities as part of your day-to-day life.

Step 3: Expanding Your Use of Strengths
There are two approaches to finding ways to use your strengths more often in your life. 1) Coming up with ideas about how you could bring more of your strengths to activities you are already doing. 2) Imagining new activities that would allow you to use your strengths."
Final Lesson #21: Moving forward...,1,,"Overcoming depression involves changing what you do. You’ve learned many ways to change including changing your behaviors and your thoughts to adopt more healthy ways of living. To maintain the gains you’ve made you need to keep up these new ways of acting and thinking. Fortunately, you’ve learned many new skills to help you do this throughout these lessons.

In this lesson we'll talk about:
-    What you've learned so far
-    How to pull it all together
-    Where to go from here"
Final Lesson #21: Moving forward...,2,,"You have completed all of the lessons in the “ThinkFeelDo” program! So far, you've learned about how behavior and thoughts affect your mood. You've also learned to use a variety of tools to help take control over your mood and manage symptoms. The tools will continue to be available for you to use.
 
Let's review what you've done so far..."
Final Lesson #21: Moving forward...,3,It's what you do!,"In the first ThinkFeelDo lessons, you learned how increasing the amount of time you spend doing things that are enjoyable and give you a sense of accomplishment can help you begin to feel better. The Activity Tracker is intended to help you begin to make sure you are doing things that you enjoy, that give you a sense of accomplishment, and that will help you begin to feel better."
Final Lesson #21: Moving forward...,4,It's what you think!,"You've also completed the lessons that help you change how you think. As we've discussed, unhelpful thoughts can lead to feelings of distress.  However, by learning to identify your thoughts and challenging the unhelpful ones, you can take control over your mood. Over time, learning to challenge and change the way you think will help you to feel better. The Thought Tracker is designed to help you notice and keep track of your thoughts, to identify any “Thought Distortions,” and to generate more realistic and balanced alternative ways of thinking."
Final Lesson #21: Moving forward...,5,Managing your Symptoms,"Many of the tools in ThinkFeelDo involve logging symptoms.  Although this may seem tedious at times, the more information you have about symptoms and what may impact them, the better you can make changes.  This technique applies to many different symptoms and behaviors, so don't forget about the benefit of noticing your symptoms or behaviors and what helps to change them!"
Final Lesson #21: Moving forward...,6,Now what?,"Our goal is to help you to integrate these changes into your life, so that you can live with more enjoyment and satisfaction.  To do that, you have started to change behaviors and thoughts that have been with you for a long time. Change doesn't happen overnight. And it takes time to integrate these new ways of behaving and thinking into your life. 

"
Final Lesson #21: Moving forward...,7,Thanks for completing the lessons on ThinkFeelDo!,"Just because you have finished all the lessons, it doesn't mean there isn't anything for you to do! All of the tools will be available for you to continue to use, so please keep coming!"
Final Lesson #21: Moving forward...,8,Wrapping Up,"Summary: Our thoughts, feelings, and behaviors are connected. By changing the way we think and act we can gain more control over our feelings and our lives. Throughout these lessons you’ve learned many useful skills to increase the number of positive activities and helpful thoughts you experience. You’ve done a great thing for yourself by reading these lessons and completing this program and you should be proud of everything you’ve accomplished. It’s often hard for people to celebrate yourself but you should take the time to celebrate everything you’ve done.  

Moving forward: You can continue to use the tools we’ve created to help you deal with stressful situations and increase positive experiences in your life. You can also practice these skills without the tools. Just remember that if you feel better you should continue to practice these skills and if your mood starts to slip again you can practice them even more frequently.  "
